mdntf_no,drgnm_no,herb_name,representative_name,drgnm_raw
924,706,천축황,천축황,"천축황(天竺黃), 참대속진, 천죽황"
924,706,참대속진,천축황,"천축황(天竺黃), 참대속진, 천죽황"
924,706,천죽황,천축황,"천축황(天竺黃), 참대속진, 천죽황"
925,706,천축황,천축황,"천축황(天竺黃), 참대속진, 천죽황"
925,706,참대속진,천축황,"천축황(天竺黃), 참대속진, 천죽황"
925,706,천죽황,천축황,"천축황(天竺黃), 참대속진, 천죽황"
926,707,천패모,천패모,천패모(川貝母)
927,707,천패모,천패모,천패모(川貝母)
928,707,천패모,천패모,천패모(川貝母)
929,707,천패모,천패모,천패모(川貝母)
930,708,철사위령선,철사위령선,"철사위령선(鐵絲威靈仙), 철사영선(鐵絲靈仙)"
930,708,철사영선,철사위령선,"철사위령선(鐵絲威靈仙), 철사영선(鐵絲靈仙)"
931,710,첨과자,첨과자,첨과자(甜瓜子)
932,711,첨지정,첨지정,첨지정(甜地丁)
933,712,청대,청대,"청대(靑黛), 쪽"
933,712,쪽,청대,"청대(靑黛), 쪽"
934,712,청대,청대,"청대(靑黛), 쪽"
934,712,쪽,청대,"청대(靑黛), 쪽"
935,712,청대,청대,청대(靑黛)
936,713,청목향,청목향,"청목향(靑木香), 방울풀뿌리, 토청목향"
936,713,방울풀뿌리,청목향,"청목향(靑木香), 방울풀뿌리, 토청목향"
936,713,토청목향,청목향,"청목향(靑木香), 방울풀뿌리, 토청목향"
937,714,청상자,청상자,"청상자(靑葙子), 들맨드라미씨"
937,714,들맨드라미씨,청상자,"청상자(靑葙子), 들맨드라미씨"
938,715,청피,청피,"청피(靑皮), 선귤껍질"
938,715,선귤껍질,청피,"청피(靑皮), 선귤껍질"
939,716,청호,청호,"청호(靑蒿), 잔잎쑥"
939,716,잔잎쑥,청호,"청호(靑蒿), 잔잎쑥"
940,716,청호,청호,"청호(靑蒿), 갯사철쑥, 큰사철쑥"
940,716,갯사철쑥,청호,"청호(靑蒿), 갯사철쑥, 큰사철쑥"
940,716,큰사철쑥,청호,"청호(靑蒿), 갯사철쑥, 큰사철쑥"
941,716,청호,청호,"청호(靑蒿), 제비쑥"
941,716,제비쑥,청호,"청호(靑蒿), 제비쑥"
942,717,초과,초과,"초과(草果), 초과열매"
942,717,초과열매,초과,"초과(草果), 초과열매"
943,718,초두구,초두구,"초두구(草豆蔲), 초두구(草豆䓻), 초두구씨"
943,718,초두구,초두구,"초두구(草豆蔲), 초두구(草豆䓻), 초두구씨"
943,718,초두구씨,초두구,"초두구(草豆蔲), 초두구(草豆䓻), 초두구씨"
944,719,초오,초오,"초오(草烏), 토부자(土附子), 바꽃뿌리"
944,719,토부자,초오,"초오(草烏), 토부자(土附子), 바꽃뿌리"
944,719,바꽃뿌리,초오,"초오(草烏), 토부자(土附子), 바꽃뿌리"
945,719,초오,초오,"초오(草烏), 토부자(土附子)"
945,719,토부자,초오,"초오(草烏), 토부자(土附子)"
946,719,초오,초오,"초오(草烏), 토부자(土附子)"
946,719,토부자,초오,"초오(草烏), 토부자(土附子)"
947,719,초오,초오,"초오(草烏), 바꽃뿌리"
947,719,바꽃뿌리,초오,"초오(草烏), 바꽃뿌리"
948,720,초오아,초오아,초오아(草烏芽)
949,721,초오엽,초오엽,초오엽(草烏葉)
950,723,촉규화,촉규화,촉규화(蜀葵花)
951,724,총목피,총목피,"총목피(楤木皮), 두릅껍질, 타라근피(タラ根皮)"
951,724,두릅껍질,총목피,"총목피(楤木皮), 두릅껍질, 타라근피(タラ根皮)"
951,724,타라근피,총목피,"총목피(楤木皮), 두릅껍질, 타라근피(タラ根皮)"
952,725,총백,총백,"총백(葱白), 파뿌리"
952,725,파뿌리,총백,"총백(葱白), 파뿌리"
953,726,충백랍,충백랍,충백랍(蟲白蠟)
954,726,충백랍,충백랍,충백랍(蟲白蠟)
955,726,충백랍,충백랍,충백랍(蟲白蠟)
956,726,충백랍,충백랍,충백랍(蟲白蠟)
957,726,충백랍,충백랍,충백랍(蟲白蠟)
959,726,충백랍,충백랍,충백랍(蟲白蠟)
960,726,충백랍,충백랍,충백랍(蟲白蠟)
961,727,충위자,충위자,"충위자(茺蔚子), 익모초자(益母草子), 익모초열매"
961,727,익모초자,충위자,"충위자(茺蔚子), 익모초자(益母草子), 익모초열매"
961,727,익모초열매,충위자,"충위자(茺蔚子), 익모초자(益母草子), 익모초열매"
962,728,취오동,취오동,"취오동(臭梧桐), 누리장나무잎, 취오동잎"
962,728,누리장나무잎,취오동,"취오동(臭梧桐), 누리장나무잎, 취오동잎"
962,728,취오동잎,취오동,"취오동(臭梧桐), 누리장나무잎, 취오동잎"
963,729,측백엽,측백엽,"측백엽(側柏葉), 백엽(栢葉), 측백잎"
963,729,백엽,측백엽,"측백엽(側柏葉), 백엽(栢葉), 측백잎"
963,729,측백잎,측백엽,"측백엽(側柏葉), 백엽(栢葉), 측백잎"
964,730,치자,치자,"치자(梔子), 산치자(山梔子), 치자열매"
964,730,산치자,치자,"치자(梔子), 산치자(山梔子), 치자열매"
964,730,치자열매,치자,"치자(梔子), 산치자(山梔子), 치자열매"
965,732,칠피,칠피,"칠피(漆皮),칠수피(漆樹皮)"
965,732,칠수피,칠피,"칠피(漆皮),칠수피(漆樹皮)"
966,733,침향,침향,"침향(沈香), 침수향(沈水香)"
966,733,침수향,침향,"침향(沈香), 침수향(沈水香)"
967,734,콘두란고,콘두란고,콘두란고
968,735,태자삼,태자삼,"태자삼(太子參), 들별꽃뿌리"
968,735,들별꽃뿌리,태자삼,"태자삼(太子參), 들별꽃뿌리"
969,736,택란,택란,"택란(澤蘭), 쉽싸리"
969,736,쉽싸리,택란,"택란(澤蘭), 쉽싸리"
970,737,택사,택사,"택사(澤瀉), 쇠태나물"
970,737,쇠태나물,택사,"택사(澤瀉), 쇠태나물"
971,737,택사,택사,"택사(澤瀉), 쇠태나물"
971,737,쇠태나물,택사,"택사(澤瀉), 쇠태나물"
972,739,토근,토근,토근(吐根)
973,742,토목향,토목향,"토목향(土木香), 목향뿌리"
973,742,목향뿌리,토목향,"토목향(土木香), 목향뿌리"
974,743,토복령,토복령,"토복령(土茯苓), 산귀래(山歸來), 발계(菝葜), 청미래덩굴뿌리"
974,743,산귀래,토복령,"토복령(土茯苓), 산귀래(山歸來), 발계(菝葜), 청미래덩굴뿌리"
974,743,발계,토복령,"토복령(土茯苓), 산귀래(山歸來), 발계(菝葜), 청미래덩굴뿌리"
974,743,청미래덩굴뿌리,토복령,"토복령(土茯苓), 산귀래(山歸來), 발계(菝葜), 청미래덩굴뿌리"
975,743,토복령,토복령,"토복령(土茯苓), 산귀래(山歸來)"
975,743,산귀래,토복령,"토복령(土茯苓), 산귀래(山歸來)"
976,744,토사자,토사자,"토사자(菟絲子), 금사초(金絲草)"
976,744,금사초,토사자,"토사자(菟絲子), 금사초(金絲草)"
977,744,토사자,토사자,"토사자(菟絲子), 새삼씨"
977,744,새삼씨,토사자,"토사자(菟絲子), 새삼씨"
978,744,토사자,토사자,"토사자(菟絲子), 새삼씨"
978,744,새삼씨,토사자,"토사자(菟絲子), 새삼씨"
979,745,토형피,토형피,토형피(土荊皮)
980,746,통초,통초,통초(通草)
981,747,투골초,투골초,투골초(透骨草)
982,747,투골초,투골초,투골초(透骨草)
983,747,투골초,투골초,투골초(透骨草)
984,748,트라가칸타,트라가칸타,트라가칸타
985,750,파극천,파극천,"파극천(巴戟天), Radix Morindae"
985,750,Radix Morindae,파극천,"파극천(巴戟天), Radix Morindae"
986,754,파두,파두,파두(巴豆)
987,755,판람근,판람근,"판람근(板藍根), 북판람근(北板藍根)"
987,755,북판람근,판람근,"판람근(板藍根), 북판람근(北板藍根)"
988,757,팔각회향,팔각회향,팔각회향(八角茴香)
989,758,패란,패란,패란(佩蘭)
990,758,패란,패란,패란(佩蘭)
991,759,패장,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
991,759,녹장근,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
991,759,마타리,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
992,759,패장,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
992,759,녹장근,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
992,759,마타리,패장,"패장(敗醬), 녹장근(鹿醬根), 마타리"
993,760,편축,편축,"편축(萹蓄), 마디풀"
993,760,마디풀,편축,"편축(萹蓄), 마디풀"
994,761,평패모,평패모,"평패모(平貝母), 패모비늘줄기"
994,761,패모비늘줄기,평패모,"평패모(平貝母), 패모비늘줄기"
995,762,포공영,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
995,762,황화지정,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
995,762,민들레,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
996,762,포공영,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
996,762,황화지정,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
997,762,포공영,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
997,762,황화지정,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
998,762,포공영,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
998,762,황화지정,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
998,762,민들레,포공영,"포공영(蒲公英), 황화지정(黃花地丁), 민들레"
999,762,포공영,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
999,762,황화지정,포공영,"포공영(蒲公英), 황화지정(黃花地丁)"
1000,762,포공영,포공영,포공영(蒲公英)
1001,762,포공영,포공영,포공영(蒲公英)
1002,762,포공영,포공영,포공영(蒲公英)
1003,763,포황,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1003,763,향포,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1003,763,부들꽃가루,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1004,763,포황,포황,"포황(蒲黃), 향포(香蒲)"
1004,763,향포,포황,"포황(蒲黃), 향포(香蒲)"
1005,763,포황,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1005,763,향포,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1005,763,부들꽃가루,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1006,763,포황,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1006,763,향포,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1006,763,부들꽃가루,포황,"포황(蒲黃), 향포(香蒲), 부들꽃가루"
1007,764,폭마자피,폭마자피,폭마자피(暴馬子皮)
1008,766,풍향수엽,풍향수엽,풍향수엽(楓香樹葉)
1009,767,풍향지,풍향지,풍향지(楓香脂)
1010,769,필발,필발,"필발(蓽撥), 필발(畢撥)"
1010,769,필발,필발,"필발(蓽撥), 필발(畢撥)"
1011,770,필징가,필징가,"필징가(蓽澄茄), 징가(澄茄)"
1011,770,징가,필징가,"필징가(蓽澄茄), 징가(澄茄)"
1012,770,필징가,필징가,"필징가(蓽澄茄), 징가(澄茄)"
1012,770,징가,필징가,"필징가(蓽澄茄), 징가(澄茄)"
1013,771,하고초,하고초,"하고초(夏枯草), 꿀풀"
1013,771,꿀풀,하고초,"하고초(夏枯草), 꿀풀"
1014,771,하고초,하고초,하고초(夏枯草)
1015,773,하수오,하수오,"하수오(何首烏), 붉은조롱뿌리, 적하수오"
1015,773,붉은조롱뿌리,하수오,"하수오(何首烏), 붉은조롱뿌리, 적하수오"
1015,773,적하수오,하수오,"하수오(何首烏), 붉은조롱뿌리, 적하수오"
1016,774,하엽,하엽,"하엽(荷葉), 하엽체(荷葉體), 련꽃잎"
1016,774,하엽체,하엽,"하엽(荷葉), 하엽체(荷葉體), 련꽃잎"
1016,774,련꽃잎,하엽,"하엽(荷葉), 하엽체(荷葉體), 련꽃잎"
1017,775,하천무,하천무,하천무(夏天無)
1018,776,학슬,학슬,학슬(鶴虱)
1019,777,한련초,한련초,"한련초(旱蓮草), 묵한련(墨旱蓮), 한년풀"
1019,777,묵한련,한련초,"한련초(旱蓮草), 묵한련(墨旱蓮), 한년풀"
1019,777,한년풀,한련초,"한련초(旱蓮草), 묵한련(墨旱蓮), 한년풀"
1020,778,한속단,한속단,"한속단(韓續斷), 조소(糙蘇)"
1020,778,조소,한속단,"한속단(韓續斷), 조소(糙蘇)"
1021,780,한인진,한인진,"한인진(韓茵蔯), 생당쑥"
1021,780,생당쑥,한인진,"한인진(韓茵蔯), 생당쑥"
1022,782,합환엽,합환엽,"합환엽(合歡葉), 자귀나무잎"
1022,782,자귀나무잎,합환엽,"합환엽(合歡葉), 자귀나무잎"
1023,783,합환피,합환피,"합환피(合歡皮), 야합피(夜合皮)"
1023,783,야합피,합환피,"합환피(合歡皮), 야합피(夜合皮)"
1024,784,합환화,합환화,합환화(合歡花)
1025,786,해금사,해금사,"해금사(海金沙), 실고사리씨"
1025,786,실고사리씨,해금사,"해금사(海金沙), 실고사리씨"
1026,787,해대,해대,해대(海帶)
1027,788,해동피,해동피,"해동피(海桐皮), 자동피(刺桐皮), 엄나무껍질"
1027,788,자동피,해동피,"해동피(海桐皮), 자동피(刺桐皮), 엄나무껍질"
1027,788,엄나무껍질,해동피,"해동피(海桐皮), 자동피(刺桐皮), 엄나무껍질"
1028,792,해백,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1028,792,소근산,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1028,792,해백두,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1029,792,해백,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1029,792,소근산,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1029,792,해백두,해백,"해백(薤白), 소근산(小根蒜), 해백두(薤白頭)"
1030,796,해송자,해송자,"해송자(海松子), 송자인(松子仁), 잣"
1030,796,송자인,해송자,"해송자(海松子), 송자인(松子仁), 잣"
1030,796,잣,해송자,"해송자(海松子), 송자인(松子仁), 잣"
1031,800,해풍등,해풍등,해풍등(海風藤)
1032,801,행인,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1032,801,고행인,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1032,801,살구씨,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1033,801,행인,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1033,801,고행인,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1033,801,살구씨,행인,"행인(杏仁), 고행인(苦杏仁), 살구씨"
1034,801,행인,행인,"행인(杏仁), 고행인(苦杏仁)"
1034,801,고행인,행인,"행인(杏仁), 고행인(苦杏仁)"
1036,373,살구씨기름,살구씨기름,"살구씨기름, 행인유"
1036,373,행인유,살구씨기름,"살구씨기름, 행인유"
1037,373,살구씨기름,살구씨기름,"살구씨기름, 행인유"
1037,373,행인유,살구씨기름,"살구씨기름, 행인유"
1039,802,향나무속줄기,향나무속줄기,"향나무속줄기, 향목(香木)"
1039,802,향목,향나무속줄기,"향나무속줄기, 향목(香木)"
1040,803,향부자,향부자,"향부자(香附子), 향부(香附), 약방동사니"
1040,803,향부,향부자,"향부자(香附子), 향부(香附), 약방동사니"
1040,803,약방동사니,향부자,"향부자(香附子), 향부(香附), 약방동사니"
1041,805,향연,향연,향연(香櫞)
1042,806,향유,향유,"향유(香薷), 노야기"
1042,806,노야기,향유,"향유(香薷), 노야기"
1046,806,향유,향유,향유(香薷)
1047,790,해바라기기름,해바라기기름,해바라기기름
1048,807,향장,향장,"향장(香樟), 장수근(樟樹根)"
1048,807,장수근,향장,"향장(香樟), 장수근(樟樹根)"
1049,808,현구자경,현구자경,현구자경(懸鉤子莖)
1050,809,현구자목,현구자목,현구자목(懸鉤子木)
1051,810,현삼,현삼,현삼(玄參)
1052,810,현삼,현삼,현삼(玄參)
1053,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1053,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1054,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1054,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1055,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1055,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1056,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1056,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1057,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1057,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1058,812,현초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1058,812,노관초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1058,812,손잎풀,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1059,812,현초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1059,812,노관초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1059,812,손잎풀,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1060,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1060,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1061,812,현초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1061,812,노관초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1061,812,손잎풀,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1062,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1062,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1063,812,현초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1063,812,노관초,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1063,812,손잎풀,현초,"현초(玄草), 노관초(老鸛草), 손잎풀"
1064,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1064,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1065,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1065,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1066,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1066,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1067,812,현초,현초,"현초(玄草), 노관초(老鸛草)"
1067,812,노관초,현초,"현초(玄草), 노관초(老鸛草)"
1068,1418,노관초,노관초,노관초(老鸛草)
1069,814,현호색,현호색,현호색(玄胡索)
1070,814,현호색,현호색,"현호색(玄胡索), 연호색(延胡索), 원호(元胡)"
1070,814,연호색,현호색,"현호색(玄胡索), 연호색(延胡索), 원호(元胡)"
1070,814,원호,현호색,"현호색(玄胡索), 연호색(延胡索), 원호(元胡)"
1071,814,현호색,현호색,현호색(玄胡索)
1072,814,현호색,현호색,현호색(玄胡索)
1073,814,현호색,현호색,현호색(玄胡索)
1074,815,혈갈,혈갈,혈갈(血竭)
1075,816,형개,형개,"형개(荊芥), 형개수(荊芥穂), 형개이삭"
1075,816,형개수,형개,"형개(荊芥), 형개수(荊芥穂), 형개이삭"
1075,816,형개이삭,형개,"형개(荊芥), 형개수(荊芥穂), 형개이삭"
1076,818,호도,호도,"호도(胡桃), 핵도(核挑), 호도인(胡桃仁), 핵도인(核桃仁)"
1076,818,핵도,호도,"호도(胡桃), 핵도(核挑), 호도인(胡桃仁), 핵도인(核桃仁)"
1076,818,호도인,호도,"호도(胡桃), 핵도(核挑), 호도인(胡桃仁), 핵도인(核桃仁)"
1076,818,핵도인,호도,"호도(胡桃), 핵도(核挑), 호도인(胡桃仁), 핵도인(核桃仁)"
1077,819,호동루,호동루,"호동루(胡桐淚), 호동진(胡桐津), 호동감(胡桐鹼)"
1077,819,호동진,호동루,"호동루(胡桐淚), 호동진(胡桐津), 호동감(胡桐鹼)"
1077,819,호동감,호동루,"호동루(胡桐淚), 호동진(胡桐津), 호동감(胡桐鹼)"
1078,820,호로파,호로파,"호로파(胡蘆巴), 호파(胡巴), 큰노랑꽃자리풀씨"
1078,820,호파,호로파,"호로파(胡蘆巴), 호파(胡巴), 큰노랑꽃자리풀씨"
1078,820,큰노랑꽃자리풀씨,호로파,"호로파(胡蘆巴), 호파(胡巴), 큰노랑꽃자리풀씨"
1079,822,호유실,호유실,"호유실(胡荽實), 고수열매"
1079,822,고수열매,호유실,"호유실(胡荽實), 고수열매"
1080,823,호이초,호이초,호이초(虎耳草)
1081,824,호장근,호장근,"호장근(虎杖根), 고장(苦杖), 호장(虎杖), 범싱아뿌리"
1081,824,고장,호장근,"호장근(虎杖根), 고장(苦杖), 호장(虎杖), 범싱아뿌리"
1081,824,호장,호장근,"호장근(虎杖根), 고장(苦杖), 호장(虎杖), 범싱아뿌리"
1081,824,범싱아뿌리,호장근,"호장근(虎杖根), 고장(苦杖), 호장(虎杖), 범싱아뿌리"
1082,862,후추,후추,"후추(胡椒), 호초"
1082,862,호초,후추,"후추(胡椒), 호초"
1083,825,보리수잎,보리수잎,"보리수잎, 호퇴자(胡頹子)"
1083,825,호퇴자,보리수잎,"보리수잎, 호퇴자(胡頹子)"
1084,826,호황련,호황련,"호황련(胡黃連), 호련(胡蓮)"
1084,826,호련,호황련,"호황련(胡黃連), 호련(胡蓮)"
1085,826,호황련,호황련,"호황련(胡黃連), 호련(胡蓮)"
1085,826,호련,호황련,"호황련(胡黃連), 호련(胡蓮)"
1086,827,홉,홉,"홉, 홀포(忽布), 호프"
1086,827,홀포,홉,"홉, 홀포(忽布), 호프"
1086,827,호프,홉,"홉, 홀포(忽布), 호프"
1087,1419,돌꽃뿌리,돌꽃뿌리,돌꽃뿌리
1088,829,홍삼,홍삼,홍삼(紅蔘)
1089,830,홍화,홍화,"홍화(紅花), 베니바나(ベニバナ), 잇꽃"
1089,830,베니바나(ベニバナ),홍화,"홍화(紅花), 베니바나(ベニバナ), 잇꽃"
1089,830,잇꽃,홍화,"홍화(紅花), 베니바나(ベニバナ), 잇꽃"
1090,831,홍화자,홍화자,홍화자(紅花子)
1091,833,화귤홍,화귤홍,화귤홍(化橘紅)
1092,834,화생의,화생의,화생의(花生衣)
1093,835,화육종용,화육종용,"화육종용(和肉蓯蓉), 화육종용(和肉蓗蓉), 백두산불로초, 두메오리나무더부살이"
1093,835,화육종용,화육종용,"화육종용(和肉蓯蓉), 화육종용(和肉蓗蓉), 백두산불로초, 두메오리나무더부살이"
1093,835,백두산불로초,화육종용,"화육종용(和肉蓯蓉), 화육종용(和肉蓗蓉), 백두산불로초, 두메오리나무더부살이"
1093,835,두메오리나무더부살이,화육종용,"화육종용(和肉蓯蓉), 화육종용(和肉蓗蓉), 백두산불로초, 두메오리나무더부살이"
1094,836,꽃고비,꽃고비,"꽃고비, 화인(花荵)"
1094,836,화인,꽃고비,"꽃고비, 화인(花荵)"
1095,837,마가목열매,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1095,837,마아실,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1095,837,화추과,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1096,837,마가목열매,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1096,837,마아실,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1096,837,화추과,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1097,837,마가목열매,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1097,837,마아실,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1097,837,화추과,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1098,837,마가목열매,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1098,837,마아실,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1098,837,화추과,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1099,837,마가목열매,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1099,837,마아실,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1099,837,화추과,마가목열매,"마가목열매, 마아실, 화추과(花楸果)"
1100,838,화피,화피,"화피(樺皮), 화목피(樺木皮)"
1100,838,화목피,화피,"화피(樺皮), 화목피(樺木皮)"
1101,838,화피,화피,화피(樺皮)
1103,838,화피,화피,화피(樺皮)
1104,838,화피,화피,화피(樺皮)
1105,838,화피,화피,화피(樺皮)
1106,838,화피,화피,화피(樺皮)
1107,838,화피,화피,화피(樺皮)
1108,840,황과자,황과자,황과자(黃瓜子)
1109,841,황금,황금,"황금(黃芩), 속썩은풀뿌리"
1109,841,속썩은풀뿌리,황금,"황금(黃芩), 속썩은풀뿌리"
1110,843,황기,황기,"황기(黃芪), 단너삼"
1110,843,단너삼,황기,"황기(黃芪), 단너삼"
1111,843,황기,황기,황기(黃芪)
1112,844,황련,황련,황련(黃連)
1113,844,황련,황련,황련(黃連)
1114,844,황련,황련,황련(黃連)
1115,844,황련,황련,황련(黃連)
1116,844,황련,황련,"황련(黃連), 산련풀뿌리"
1116,844,산련풀뿌리,황련,"황련(黃連), 산련풀뿌리"
1117,847,황매목,황매목,황매목(黃梅木)
1118,848,황백,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1118,848,황벽,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1118,848,황경피,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1119,848,황백,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1119,848,황벽,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1119,848,황경피,황백,"황백(黃柏), 황벽(黃蘗), 황경피"
1120,851,황선등,황선등,황선등(黃鱔藤)
1122,853,황염목,황염목,"황염목(黃染木), 매자나무가지"
1122,853,매자나무가지,황염목,"황염목(黃染木), 매자나무가지"
1123,853,황염목,황염목,"황염목(黃染木), 매자나무가지"
1123,853,매자나무가지,황염목,"황염목(黃染木), 매자나무가지"
1124,854,황정,황정,"황정(黃精), 죽대둥굴레"
1124,854,죽대둥굴레,황정,"황정(黃精), 죽대둥굴레"
1125,854,황정,황정,황정(黃精)
1126,854,황정,황정,황정(黃精)
1127,854,황정,황정,황정(黃精)
1128,855,황촉규,황촉규,"황촉규(黃蜀葵), 닥풀뿌리"
1128,855,닥풀뿌리,황촉규,"황촉규(黃蜀葵), 닥풀뿌리"
1129,856,황촉규화,황촉규화,황촉규화(黃蜀葵花)
1130,857,황형자,황형자,황형자(黃荊子)
1131,858,회향,회향,"회향(茴香), 소회향(小茴香), 회향열매, 대회향"
1131,858,소회향,회향,"회향(茴香), 소회향(小茴香), 회향열매, 대회향"
1131,858,회향열매,회향,"회향(茴香), 소회향(小茴香), 회향열매, 대회향"
1131,858,대회향,회향,"회향(茴香), 소회향(小茴香), 회향열매, 대회향"
1132,859,회향유,회향유,"회향유(茴香油), 회향정유, 회향기름"
1132,859,회향정유,회향유,"회향유(茴香油), 회향정유, 회향기름"
1132,859,회향기름,회향유,"회향유(茴香油), 회향정유, 회향기름"
1133,860,후박,후박,"후박(厚朴), 후피"
1133,860,후피,후박,"후박(厚朴), 후피"
1134,860,후박,후박,후박(厚朴)
1135,860,후박,후박,"후박(厚朴), 후피"
1135,860,후피,후박,"후박(厚朴), 후피"
1136,861,후박화,후박화,후박화(厚朴花)
1137,861,후박화,후박화,후박화(厚朴花)
1138,864,훤초근,훤초근,"훤초근(萱草根), 황화채근(黃花菜根), 원추리뿌리, 넘나물"
1138,864,황화채근,훤초근,"훤초근(萱草根), 황화채근(黃花菜根), 원추리뿌리, 넘나물"
1138,864,원추리뿌리,훤초근,"훤초근(萱草根), 황화채근(黃花菜根), 원추리뿌리, 넘나물"
1138,864,넘나물,훤초근,"훤초근(萱草根), 황화채근(黃花菜根), 원추리뿌리, 넘나물"
1139,865,흑두,흑두,"흑두(黑豆), 흑대두(黑大豆), 오두(烏豆)"
1139,865,흑대두,흑두,"흑두(黑豆), 흑대두(黑大豆), 오두(烏豆)"
1139,865,오두,흑두,"흑두(黑豆), 흑대두(黑大豆), 오두(烏豆)"
